Metabolite,Compound.Class,Soil 1,Soil 2,Soil 3,Soil 4,Soil 5,Soil 6,Soil 7,Soil 8,Soil 9,Soil 10,Soil 11,Soil 12,Soil 13,Soil 14,Soil 15,Soil 16,Soil 21,Soil 22,Soil 23,Soil 24,Soil 25,Soil 26,Soil 27,Soil 28,Soil 37,Soil 38,Soil 39,Soil 40,Soil 41,Soil 42,Soil 43,Soil 44,Soil 49,Soil 50,Soil 51,Soil 52,Soil 53,Soil 54,Soil 55,Soil 56,Soil 57,Soil 58,Soil 59,Soil 60,Soil 61,Soil 62,Soil 63,Soil 64,Soil 69,Soil 70,Soil 71,Soil 72,Soil 73,Soil 74,Soil 75,Soil 76,Soil Pre r1,Soil Pre r2,Soil Pre r3,Soil Pre r4
Unknown 004,Unknown,203543.3023,853765.3333,3678461,588100.1257,368859.6437,438608.7161,1061713.272,679080.5017,3047325.294,743248.1177,2892063,407862.0608,5095595.841,407657.8474,4145208.204,3476686,668549.2368,3465972.241,488456.7947,967770.7129,640173.5113,770052.2611,3395476.636,3580904.541,4483078.903,607458.6799,275928.049,3227989.16,345129.926,419014.4325,4246865.289,409647.6833,483207.3197,498763.9451,219046.2882,501898.6182,304171.5087,2964048,216865.8737,138368.2021,421221.7135,411701.9108,601931.9129,495393.1156,2764103.881,2339085.358,851081,1730844.594,423762.6766,3908565.587,389964.1379,5090009.255,619872.1052,1228620.66,424114.2687,554410.2633,343143.4345,3757054,3745807,533916
Unknown 005,Unknown,169474.6393,57802.26855,207482.0601,59279.22915,230089.5152,168057.0807,199694,128294.6944,373505,67591.27385,72818.23079,254918.303,484518.7263,300871.5845,145708.7576,152689.2974,349553.7255,380077.8357,368935.6863,102792.8566,324938.0837,252349,158332.2679,44450.51166,170179.6108,80428.92923,61809.46708,51563.1143,284671.793,274040.1137,240973.7072,130388.443,317953.8872,215451.0074,238941.4393,221913.1792,218998.0347,81749.23543,119236.6839,134779.1798,238092.3152,76400.39411,194759.6482,112500.7179,133115.7628,137453.0342,286985.1022,89291.18727,255662.0726,67981.21513,168523.7613,241835.0539,231770.7444,76697.65471,158945.8753,76687.04855,352991.6175,373224.2978,357628.7083,426209.7198
Unknown 006,Unknown,0,0,3282594.072,0,0,0,0,0,4225420.485,0,1883761.638,0,2754532.13,0,5907529.065,3730952.88,0,2714892.226,0,0,0,0,2849589.58,1302410.868,0,0,0,0,0,0,0,0,0,0,0,0,0,989163.4394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047966.204,0,0,1791763.957,2860802.307,2787114.473,3460986.122
Unknown 007,Unknown,1174439,1708769.482,847629,643570.946,2020745.171,568587,475981.8519,627464.4396,677079,699216,748170.389,391281.5433,737080.922,762010,1293842,759968,766693.7547,802363.6691,1019157,421369.7635,602099.9438,457129.7319,2101489.015,504991.6328,346497.79,194822.0179,969344,957187,516841,712709,1098914,638842.673,793290,614913,793962,327405.0616,476630.1025,568331,797239,1030356.752,336783.6629,593894.907,374179.6076,233062.1089,1549456,1039233,1478296,971214,730594,744446.5052,528781.2266,876461,669103,458522,266540.5505,743544,716073,522880,748362.7231,665482
Unknown 008,Unknown,2134355.521,1601778.473,4604642,2645671.705,966692.6399,4515851,2314417.326,3927484.924,3372293,3601737.569,1385633.708,4505158.468,1787141,4188106.19,1585682.828,5040001,2697029.247,1588854.083,3375437,3897434.412,2919003,682810.5371,2879853.543,1198425.356,865893.9877,3931282,2525564.468,1033170,1541278.846,1720088.915,1129382.482,892408.8141,2056957,3024863.082,172256.9101,2289911.213,2827490,3644317,3305371.64,380935.5879,2215664.134,3924591.46,1991299.152,1489124.347,3624864,4181599,2487562.785,4776952,4540423,4430993,2250838.374,1548870,5001884,3168368,3992761.562,2891297.155,1189897,916011,381304.787,518343.0888
Unknown 009,Unknown,1223961.018,1389742.872,4314949.651,1771743.522,3166484.373,4655984.489,1951429.412,5933254.109,2814208.489,4919031.543,782001.6663,5029171.814,657425.5409,4493864.105,1030925.419,4729868.286,1740347,1363536.305,2444118.995,2698593.124,776930.6598,905100,2338451.757,851162.7176,1120790,2498933.243,1110980.574,839220.2166,1531406.296,1476694.889,1007090,1052354.149,526379,2135196,1016937.135,2182528.81,1765384.417,1315834.408,228272.9665,158332.3393,1986284,2062965.944,1759330,206586.5526,2606793.227,2760386.204,1995667,1825109,4788484.362,1954443.154,2104933.041,3736048.465,5985315.054,2147896.113,3283867.685,3921760.817,243050.8254,169161.5521,376833,377712
Unknown 010,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545553.877,0,0,0,0,0,0,0,0,0,0,0,1369361.221,0,1044059.088,0,0,0,0,0,0,0,0,0,0,0,6253852.019,0,19667991.54,2979426.347,3216999.141,0,0,0,0,0,0,0,0,0,0,0
Unknown 011,Unknown,1479052.814,1340458.779,1038181.466,1243204.866,274174.1411,1277848,1378232,1310358.1,1275495,1293680.112,1322203,1021349,1158633,351531,1143354,1320097.282,1468694,1616914,241152.1873,1144643.445,1547176.648,1471215.594,1130141,1172471.539,3499949,3035510.91,2431623.654,393316.4461,1717303.851,2935840.371,761457.9554,2289363,1160200.051,1590357,368220.6232,1212006,4923704.37,2636128.433,5032533,4145373.538,4033577.04,4408882,3210935.485,6403296,14245484,10230821,14745858,21752562,2279440.214,2967561,7376334,2775490.825,2435192,2161823,1359178.573,1553261.913,8955982,9526224,9236048,8512988
Unknown 012,Unknown,1745763,1641557.042,1177746,1253430,554088.543,1161800.941,1284358.778,1358075.669,1163937.057,983561.7872,1253259.659,1411243.223,1115420.082,802250.7624,1417374.712,1103350,1568282,1645491,318458.1873,1237187,1665987,1435014,1128841.666,1312641.732,3426133,2831155,2276228,2829333,1835801,2944579.197,766298.9554,2237369,621996.8908,1719876,348836.5615,1125513.451,3899922,2843522,4664511,3925031.308,3502777,4472358.705,2653554,5888325.914,13444112.67,9341135,15111138.69,20047234.91,3385235.431,2702351.267,6821675,1364061.228,2640482.948,1615372.783,1407860,1732266,8237912,8710784,8460241,7801080
Unknown 013,Unknown,1687450,1568674.042,1267354,1249721,149050.1535,1242474.493,1400115,1271587,1408584,1199520,1261575.483,1036324,1190238,341173.7423,1614080.728,1174387,1629519.315,1715293.89,208029.1873,1182894,1602441,1438275,1261499,1320771,3625014.023,2743660,2299302,2660933.382,1761984,2497673,662834.9401,2201716.743,438494.8908,1644538.254,323077.0717,1227861,3653383,2782647,6348014.102,3890149.368,3446108,4718353.066,2590180,5848634.249,15230895.79,26614189.47,15662517.02,19809701.23,3354932.431,2040790.743,7898397.433,1307299.228,2364727,1469639.474,1363473,1718754,11536754.7,12082619.42,11632020.17,10852593.59
Unknown 014,Unknown,7622649.906,8635844.504,8849595.101,10004890.82,4499982.165,7522356.86,8636093.927,9360892.182,6552070.228,7139332.865,8940149.349,8762977.55,6164032.038,6193148.499,8602719.035,8720728.064,5255595.334,7566418.162,7817416.257,8633027.729,6776933.656,7269328.827,9879188.028,8554476.643,8705767.75,6947140.016,7315812.096,6453480.603,6101652.948,9318437.062,8286647.342,7105207.497,3542255.316,6302753.385,6262257.695,7484830.329,3997766.233,6867924.359,8224423.879,5437566.861,5557033.138,6130686.795,7943759.34,9748416.75,3328386.978,3366609.374,268643.1647,7948087.433,4947312.767,7189087.516,6811882.913,6277105.754,4421425.027,7427034.277,7506913.545,8202837.06,4827244.675,5408729.107,5561628.662,6418194.48
Unknown 015,Unknown,0,0,808316.7858,0,0,0,0,0,2207966.73,0,0,0,0,0,382001.1175,490877.1895,0,913909.8784,0,0,0,0,1282753.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935822.255,0,0,0,0,0,1015953.657,0,0,0,0,0,0
Unknown 016,Unknown,2457476,4639757.379,2838601,1311199,2819544.086,3974672.812,3778119.164,3677925.727,3925318,3773952.886,2171974,3272117.042,4588089.695,3886491.893,3255923,3177808,4793977.989,3152852.021,2998526.843,2850051,4882304.821,4130345.004,3310878,2690958.313,4284953.135,4031315.649,3516986.134,1933048,4479208.813,3844416.322,3331032.41,3267277.46,2286945.526,4497245.254,667723.1418,3609890.279,4004934.766,2707663.634,807857.4634,2348226,4084607.468,3896175.886,3392396.865,3066567.86,2887684.692,2329378,2066982.83,2051768,3998077.511,4039004.312,3245859.747,2382565.39,4938415.835,3651175.867,3671241.197,814592.1828,4704864.66,5334211.892,4806062.413,5049896.176
